name,image_url,main_tag,description
Chicken Sweet Potato & Dill Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Chicken_and_Sweet_Potato_Dill_Curry_Recipe.jpg,"northindian lunch nonvegeterian  tejpatta, dhania, jeera, dalchini  ","Chicken and Sweet Potato Dill Curry Recipe, it is a rare combination of the chicken with sweet potato. But the dill leaves works really well with chicken. The masala is done by sautéing the onions along with all the whole spice and grinding it along with fresh dill leaves. The curry is then cooked along with the chicken and sweet potato in a pressure cooker till the flavor develops."
पालक चना दाल रेसिपी - Palak Chana Dal Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Palak_Chana_Dal.jpg,northindian lunch highproteinvegetarian  ,पालक चना दाल रेसिपी एक सरल रेसिपी है जो की पालक के पोषण से भरपूर है. दाल एक सेहतमंद रेसिपी है और इसमें पालक डालने से इसका स्वाद और भी बढ़ जाता है. पालक आयरन से भरपूर है इसलिए आप इसे अपने रोज के खाने में शामिल करें। 
पहाड़ी स्टाइल फनु रेसिपी - Pahari Style Phanu Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Pahari_Style_Phanu_Recipe_Toor_Dal__Urad_Dal_1600.jpg,uttarakhand-northkumaon lunch highproteinvegetarian  ,"पहाड़ी स्टाइल फनु रेसिपी एक स्वादिष्ट रेसिपी है जिसमे दो दालो का प्रयोग किया जाता है.  यह एक सरल दाल है जिसमे सरसों के तेल, जीरा और हरी मिर्च का तड़का दिया जाता है.  कुलीथ दाल का प्रयोग किया जाता है लेकिन आप इसमें अरहर दाल, मूंग दाल और उरद दाल का प्रयोग किया जाता है. इसमें प्रोटीन की मात्रा अधिक होती है इसलिए आप इसे अपने रोज के खाने के लिए बनाए।"
Prawn Ghee Pepper Masala Recipe With Garlic ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Prawn_Ghee_Pepper_Masala_With_Garlic_South_Indian_Recipe-26_1600.jpg,"southindian appetizer nonvegeterian  jeera, saunf  ","Prawn Ghee Pepper Masala Recipe With Garlic, will literally leave you drooling. "
ब्रोकली मलाई कोफ्ता रेसिपी - Broccoli Malai Kofta Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Broccoli_Malai_Kofta_Recipe-1.jpg,lucknowi sidedish noonionnogarlic  ,ब्रोकली मलाई कोफ्ता रेसिपी एक पोषण से भरपूर ग्रेवी रेसिपी है जिसमे कोफ्ते को बनाने के लिए पनीर और ब्रोकली का प्रयोग किया जाता है. इसमें कोफ्ता बनाने के लिए पनियारम पैन का प्रयोग किया गया है क्यूंकि उसमे कम तेल का प्रयोग होता है. इसमें प्याज और लहसुन का प्रयोग भी नहीं किया जाता।  
हैदराबादी बगारे टमाटर रेसिपी - Hyderabadi Bagare Tamatar Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Lubna_Karim/Hyderabadi_Bagare_Tamatar_1600.jpg,hyderabadi lunch vegetarian  सफ़ द  ,हैदराबादी बगारे टमाटर रेसिपी एक डेलिकेट रेसिपी है जिसमे टमाटर की करी बनाई जाती है. यह बहुत प्रसिद्ध है और हैदराबाद के शादीयो में बनाया जाता है. आप इसे अपनी हाउस पार्टीज के लिए भी बना सकते है. 
Amritsari Fish Fry Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Amritsar_Fish_Fry_Recipe_.jpg,"punjabi sidedish highproteinnonvegetarian  haldi, drymangopowder, caromseeds, driedfenugreekleaves, besan  ",Amritsar Fish Fry Recipe is a wonderful dry fish made with a spicy masala that is coated over the fish and shallow fried till it is roasted well. It is a popular street food that many people would love to try it out at their place.
Paneer Pasanda Recipe -Cottage Cheese in Spicy Yogurt Curry,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Paneer_Pasanda_Paneer_Yogurt_Gravy_Recipe_Curry-3.jpg,"awadhi lunch highproteinvegetarian  homemadecottagecheese, dahiyogurt, besan, driedfenugreekleaves, elaichi  ","Paneer Pasanda Recipe is delectable dish made from cottage cheese (paneer) and flavored with spices like cardamom and cooked in a spicy yogurt cashew nut curry. This recipe of paneer is different from the regular tomato based paneer dishes, it is light, creamy and flavorful. Try this recipe of paneer pasanda and you will begin to make it over and over again. Serve Paneer Pasanda Recipe with hot Roti or Chapati."
Assamese Fish Fried Rice Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Assamese_Fish_Fried_Rice_.jpg,"assamese dinner highproteinnonvegetarian  kopra, dhania, haldi, jeera, matar, gajjar, tejpatta  ",Assamese Fish Fried Rice is a typical rice preparation made in Assam and it no where resembles the Chinese fried rice recipe. This fried rice has Indian flavours and is absolutely delicious.
Aloo Bilahi Maas Recipe - Assamese Fish Curry With Potatoes And Tomatoes,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shalinir28-gmail.com/Assamese_Fish_Curry_with_Potatoes_and_Tomatoes__Aloo_Bilahi_Maas.jpg,"assamese dinner highproteinnonvegetarian  haldi, tejpatta, jeera, aloo, haldi, jeera, dhania  ",Assam Fish Curry or Aloo Bilahi Maas is a fish curry simmered in a potato and tomato curry. It is tangy and mild and definitely a delightful side dish for steamed rice. There are many varieties of fish curries in Assam itself and Aloo Bilahi Maas is the easiest of them all. It hardly takes 25 minutes to prepare this delicious curry.
बिहारी स्टाइल आलू का चोखा रेसिपी - Bihari Style Aloo Ka Chokha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Bihari_Style_Aloo_Ka_Chokha_Vegetarian_Recipe-1.jpg,bihari lunch vegetarian  ,"बिहारी स्टाइल आलू का चोखा रेसिपी एक स्वादिष्ट कॉम्बिनेशन है जिसमे आलू के साथ हरी मिर्च, प्याज और हरे धनिये का प्रयोग किया जाता है. इस चोखे को बिहार में लिट्टी के साथ परोसा जाता है. आप इसका प्रयोग पाव के साथ भी कर सकते है."
बदनेकाई गोज्जु रेसिपी - Badanekaayi Gojju Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Badanekaayi_Gojju__Brinjal_Curry.jpg,southkarnataka lunch vegetarian  ,"बदनेकाई गोज्जु रेसिपी दक्षिण भारतीय बैंगन की करी है जो की स्वादिष्ट तो है ही, साथ में बनाने में आसान है. यह एक क्रीमी तीखी करी है जिसे आप रोटी और चावल के साथ परोस सकते है. अगर आप अपनी रोज की बैंगन की सब्ज़ी से बोर हो गए है, तो आप यह भी बना सकते है."
Bengali Sukto Recipe - Mixed Vegetable Curry,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/usashis-gmail.com/Sukto_A_Vegetable_medley_in_Bengali_style_.jpg,"bengali lunch vegetarian  bittergourdpavakkai, bainganeggplant, parangikaipumpkin, turaipeerkangai, wadi, raikadugu, haldi, jeera, fenugreekseeds, tejpatta  ","Sukto is a vegetable medley prepared in Bengali household. It consists an array of vegetables. Bitter gourd is the main ingredient of this dish and the other vegetables in this recipe are pumpkin, plantain, sweet potato, ridge gourd, drumsticks, eggplant and raw papaya."
आलू भिंडी मसाला ग्रेवी रेसिपी - Aloo Bhindi Masala Gravy Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/aloo_bhindi_masala_sabzi.jpg,northindian lunch vegetarian  ,आलू भिंडी मसाला ग्रेवी रेसिपी एक रोज की सब्ज़ी है जिसमे भिंडी और आलू को टमाटर और प्याज की ग्रेवी में पकाया जाता है. इसे बनाने में बहुत कम समय लगता है इसलिए आप इस सब्ज़ी को अपने रोज के खाने के लिए बना सकते है.
मूंगफली का रायता रेसिपी - Boiled Peanut Raita Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Boiled_Peanut_Raita_Recipe-3_1600.jpg,indian sidedish vegetarian  ,मूंगफली का रायता रेसिपी एक ताज़्ज़ा रायता है जिसमे उबली हुई मूंगफली का प्रयोग किया जाता है. इसमें जीरा पाउडर और काली मिर्च पाउडर का इस्तेमाल किया जाता है जो इस रायते को अच्छा स्वाद देता है. अंत में इसमें आप हरा धनिया और पुदीने के पत्तो का भी इस्तेमाल भी कर सकते है. 
